State,Abbreviation,Education Level,Country of Citizenship,Gender,Active Number of Students
HAWAII,HI,BACHELOR'S,SWEDEN,MALE,4
HAWAII,HI,BACHELOR'S,SWITZERLAND,FEMALE,2
HAWAII,HI,BACHELOR'S,SWITZERLAND,MALE,2
HAWAII,HI,BACHELOR'S,TAIWAN,FEMALE,2
HAWAII,HI,BACHELOR'S,TAIWAN,MALE,7
HAWAII,HI,BACHELOR'S,THAILAND,FEMALE,1
HAWAII,HI,BACHELOR'S,TOGO,MALE,1
HAWAII,HI,BACHELOR'S,TUNISIA,MALE,1
HAWAII,HI,BACHELOR'S,UNITED KINGDOM,FEMALE,2
HAWAII,HI,BACHELOR'S,UNITED KINGDOM,MALE,1
HAWAII,HI,BACHELOR'S,VIETNAM,FEMALE,1
HAWAII,HI,BACHELOR'S,VIETNAM,MALE,4
HAWAII,HI,DOCTORATE,BANGLADESH,MALE,3
HAWAII,HI,DOCTORATE,BRAZIL,MALE,2
HAWAII,HI,DOCTORATE,CAMEROON,MALE,3
HAWAII,HI,DOCTORATE,CANADA,FEMALE,1
HAWAII,HI,DOCTORATE,CANADA,MALE,5
HAWAII,HI,DOCTORATE,CHILE,FEMALE,1
HAWAII,HI,DOCTORATE,CHINA,FEMALE,21
HAWAII,HI,DOCTORATE,CHINA,MALE,20
HAWAII,HI,DOCTORATE,CROATIA,FEMALE,1
HAWAII,HI,DOCTORATE,FRANCE,FEMALE,1
HAWAII,HI,DOCTORATE,GEORGIA,FEMALE,1
HAWAII,HI,DOCTORATE,GERMANY,FEMALE,2
HAWAII,HI,DOCTORATE,GERMANY,MALE,3
HAWAII,HI,DOCTORATE,HONG KONG,MALE,1
HAWAII,HI,DOCTORATE,INDIA,FEMALE,3
HAWAII,HI,DOCTORATE,INDIA,MALE,2
HAWAII,HI,DOCTORATE,IRAN,FEMALE,6
HAWAII,HI,DOCTORATE,IRAN,MALE,15
HAWAII,HI,DOCTORATE,IRELAND,MALE,1
HAWAII,HI,DOCTORATE,ITALY,FEMALE,1
HAWAII,HI,DOCTORATE,ITALY,MALE,3
HAWAII,HI,DOCTORATE,JAPAN,FEMALE,6
HAWAII,HI,DOCTORATE,JAPAN,MALE,4
HAWAII,HI,DOCTORATE,KENYA,FEMALE,1
HAWAII,HI,DOCTORATE,KUWAIT,FEMALE,1
HAWAII,HI,DOCTORATE,LEBANON,MALE,1
HAWAII,HI,DOCTORATE,NEPAL,MALE,2
HAWAII,HI,DOCTORATE,NETHERLANDS,FEMALE,2
HAWAII,HI,DOCTORATE,NORWAY,MALE,1
HAWAII,HI,DOCTORATE,PAKISTAN,MALE,2
HAWAII,HI,DOCTORATE,PHILIPPINES,FEMALE,2
HAWAII,HI,DOCTORATE,PHILIPPINES,MALE,2
HAWAII,HI,DOCTORATE,POLAND,MALE,1
HAWAII,HI,DOCTORATE,RUSSIA,MALE,1
HAWAII,HI,DOCTORATE,SAUDI ARABIA,MALE,1
HAWAII,HI,DOCTORATE,SERBIA,MALE,1
HAWAII,HI,DOCTORATE,SLOVENIA,MALE,1
HAWAII,HI,DOCTORATE,SOUTH KOREA,FEMALE,4
HAWAII,HI,DOCTORATE,SOUTH KOREA,MALE,6
HAWAII,HI,DOCTORATE,SPAIN,FEMALE,2
HAWAII,HI,DOCTORATE,SPAIN,MALE,1
HAWAII,HI,DOCTORATE,SRI LANKA,FEMALE,1
HAWAII,HI,DOCTORATE,SUDAN,MALE,1
HAWAII,HI,DOCTORATE,SWEDEN,FEMALE,1
HAWAII,HI,DOCTORATE,TAIWAN,FEMALE,4
HAWAII,HI,DOCTORATE,TAIWAN,MALE,7
HAWAII,HI,DOCTORATE,THAILAND,FEMALE,2
HAWAII,HI,DOCTORATE,THAILAND,MALE,3
HAWAII,HI,DOCTORATE,TRINIDAD AND TOBAGO,FEMALE,1
HAWAII,HI,DOCTORATE,TURKEY,MALE,1
HAWAII,HI,DOCTORATE,UNITED KINGDOM,FEMALE,2
HAWAII,HI,DOCTORATE,UNITED KINGDOM,MALE,3
HAWAII,HI,DOCTORATE,VENEZUELA,MALE,1
HAWAII,HI,DOCTORATE,VIETNAM,MALE,2
HAWAII,HI,MASTER'S,ARGENTINA,FEMALE,1
HAWAII,HI,MASTER'S,AUSTRALIA,MALE,1
HAWAII,HI,MASTER'S,BANGLADESH,MALE,1
HAWAII,HI,MASTER'S,BELGIUM,MALE,1
HAWAII,HI,MASTER'S,BRAZIL,MALE,2
HAWAII,HI,MASTER'S,BULGARIA,FEMALE,1
HAWAII,HI,MASTER'S,BURMA,FEMALE,1
HAWAII,HI,MASTER'S,CAMEROON,FEMALE,2
HAWAII,HI,MASTER'S,CANADA,FEMALE,1
HAWAII,HI,MASTER'S,CANADA,MALE,1
HAWAII,HI,MASTER'S,CHILE,MALE,1
HAWAII,HI,MASTER'S,CHINA,FEMALE,21
HAWAII,HI,MASTER'S,CHINA,MALE,7
HAWAII,HI,MASTER'S,DENMARK,FEMALE,1
HAWAII,HI,MASTER'S,EGYPT,MALE,1
HAWAII,HI,MASTER'S,FINLAND,MALE,1
HAWAII,HI,MASTER'S,GERMANY,FEMALE,3
HAWAII,HI,MASTER'S,GERMANY,MALE,1
HAWAII,HI,MASTER'S,ICELAND,FEMALE,1
HAWAII,HI,MASTER'S,INDIA,FEMALE,2
HAWAII,HI,MASTER'S,INDIA,MALE,3
HAWAII,HI,MASTER'S,IRAN,MALE,3
HAWAII,HI,MASTER'S,ITALY,MALE,1
HAWAII,HI,MASTER'S,JAPAN,FEMALE,4
HAWAII,HI,MASTER'S,JAPAN,MALE,1
HAWAII,HI,MASTER'S,MALAYSIA,MALE,1
HAWAII,HI,MASTER'S,MOROCCO,FEMALE,1
HAWAII,HI,MASTER'S,NEPAL,FEMALE,2
HAWAII,HI,MASTER'S,NEPAL,MALE,3
HAWAII,HI,MASTER'S,NORWAY,FEMALE,2
HAWAII,HI,MASTER'S,NORWAY,MALE,2
HAWAII,HI,MASTER'S,PERU,MALE,1
HAWAII,HI,MASTER'S,PHILIPPINES,FEMALE,1
HAWAII,HI,MASTER'S,PORTUGAL,FEMALE,1
HAWAII,HI,MASTER'S,SAUDI ARABIA,FEMALE,2
HAWAII,HI,MASTER'S,SAUDI ARABIA,MALE,6
HAWAII,HI,MASTER'S,SOUTH KOREA,MALE,2
HAWAII,HI,MASTER'S,SPAIN,FEMALE,2
HAWAII,HI,MASTER'S,SPAIN,MALE,1
HAWAII,HI,MASTER'S,SWEDEN,FEMALE,1
HAWAII,HI,MASTER'S,TAIWAN,FEMALE,3
HAWAII,HI,MASTER'S,TAIWAN,MALE,2
HAWAII,HI,MASTER'S,TURKEY,MALE,1
HAWAII,HI,MASTER'S,VIETNAM,MALE,2
HAWAII,HI,OTHER,BURKINA FASO,MALE,1
HAWAII,HI,OTHER,INDIA,MALE,1
HAWAII,HI,OTHER,JAPAN,FEMALE,1
HAWAII,HI,OTHER,NORWAY,FEMALE,1
IOWA,IA,ASSOCIATE,AUSTRALIA,MALE,4
IOWA,IA,ASSOCIATE,BELIZE,FEMALE,1
IOWA,IA,ASSOCIATE,BENIN,MALE,1
IOWA,IA,ASSOCIATE,BRAZIL,FEMALE,1
IOWA,IA,ASSOCIATE,BRAZIL,MALE,2
IOWA,IA,ASSOCIATE,BURKINA FASO,FEMALE,1
IOWA,IA,ASSOCIATE,BURKINA FASO,MALE,1
IOWA,IA,ASSOCIATE,CAMEROON,MALE,1
IOWA,IA,ASSOCIATE,CANADA,FEMALE,1
IOWA,IA,ASSOCIATE,CANADA,MALE,1
IOWA,IA,ASSOCIATE,CHINA,FEMALE,1
IOWA,IA,ASSOCIATE,CHINA,MALE,4
IOWA,IA,ASSOCIATE,COLOMBIA,MALE,1
IOWA,IA,ASSOCIATE,CZECH REPUBLIC,MALE,1
IOWA,IA,ASSOCIATE,DOMINICAN REPUBLIC,MALE,1
IOWA,IA,ASSOCIATE,FRANCE,MALE,1
IOWA,IA,ASSOCIATE,"GAMBIA, THE",FEMALE,1
IOWA,IA,ASSOCIATE,"GAMBIA, THE",MALE,1
IOWA,IA,ASSOCIATE,HAITI,MALE,2
IOWA,IA,ASSOCIATE,HONDURAS,MALE,1
IOWA,IA,ASSOCIATE,INDIA,MALE,3
IOWA,IA,ASSOCIATE,NEPAL,MALE,1
IOWA,IA,ASSOCIATE,NETHERLANDS,MALE,2
IOWA,IA,ASSOCIATE,NIGER,MALE,1
IOWA,IA,ASSOCIATE,NIGERIA,FEMALE,1
IOWA,IA,ASSOCIATE,NIGERIA,MALE,8
IOWA,IA,ASSOCIATE,PAKISTAN,MALE,1
IOWA,IA,ASSOCIATE,POLAND,MALE,1
IOWA,IA,ASSOCIATE,ROMANIA,FEMALE,1
IOWA,IA,ASSOCIATE,ROMANIA,MALE,1
IOWA,IA,ASSOCIATE,SAUDI ARABIA,MALE,1
IOWA,IA,ASSOCIATE,SRI LANKA,MALE,1
IOWA,IA,ASSOCIATE,TAIWAN,FEMALE,1
IOWA,IA,ASSOCIATE,TAJIKISTAN,MALE,1
IOWA,IA,ASSOCIATE,TANZANIA,MALE,2
IOWA,IA,ASSOCIATE,THAILAND,MALE,1
IOWA,IA,ASSOCIATE,UNITED KINGDOM,MALE,1
IOWA,IA,ASSOCIATE,VENEZUELA,MALE,2
IOWA,IA,ASSOCIATE,VIETNAM,FEMALE,2
IOWA,IA,ASSOCIATE,VIETNAM,MALE,1
IOWA,IA,BACHELOR'S,AFGHANISTAN,FEMALE,1
IOWA,IA,BACHELOR'S,AFGHANISTAN,MALE,5
IOWA,IA,BACHELOR'S,ALGERIA,FEMALE,2
IOWA,IA,BACHELOR'S,ALGERIA,MALE,1
IOWA,IA,BACHELOR'S,ANGOLA,FEMALE,1
IOWA,IA,BACHELOR'S,ANTIGUA AND BARBUDA,FEMALE,1
IOWA,IA,BACHELOR'S,ANTIGUA AND BARBUDA,MALE,1
IOWA,IA,BACHELOR'S,ARGENTINA,FEMALE,1
IOWA,IA,BACHELOR'S,ARGENTINA,MALE,4
IOWA,IA,BACHELOR'S,ARMENIA,MALE,1
IOWA,IA,BACHELOR'S,ARUBA,MALE,1
IOWA,IA,BACHELOR'S,AUSTRALIA,FEMALE,1
IOWA,IA,BACHELOR'S,AUSTRALIA,MALE,3
IOWA,IA,BACHELOR'S,AUSTRIA,MALE,1
IOWA,IA,BACHELOR'S,AZERBAIJAN,MALE,1
IOWA,IA,BACHELOR'S,"BAHAMAS, THE",FEMALE,1
IOWA,IA,BACHELOR'S,"BAHAMAS, THE",MALE,1
IOWA,IA,BACHELOR'S,BAHRAIN,FEMALE,1
IOWA,IA,BACHELOR'S,BAHRAIN,MALE,1
IOWA,IA,BACHELOR'S,BANGLADESH,FEMALE,2
IOWA,IA,BACHELOR'S,BANGLADESH,MALE,16
IOWA,IA,BACHELOR'S,BELARUS,FEMALE,1
IOWA,IA,BACHELOR'S,BELARUS,MALE,1
IOWA,IA,BACHELOR'S,BELGIUM,FEMALE,1
IOWA,IA,BACHELOR'S,BELIZE,MALE,1
IOWA,IA,BACHELOR'S,BHUTAN,FEMALE,1
IOWA,IA,BACHELOR'S,BOLIVIA,MALE,4
IOWA,IA,BACHELOR'S,BOSNIA AND HERZEGOVINA,FEMALE,3
IOWA,IA,BACHELOR'S,BOSNIA AND HERZEGOVINA,MALE,2
IOWA,IA,BACHELOR'S,BRAZIL,FEMALE,3
IOWA,IA,BACHELOR'S,BRAZIL,MALE,12
IOWA,IA,BACHELOR'S,BULGARIA,MALE,1
IOWA,IA,BACHELOR'S,BURKINA FASO,MALE,1
IOWA,IA,BACHELOR'S,BURMA,FEMALE,2
IOWA,IA,BACHELOR'S,BURMA,MALE,4
IOWA,IA,BACHELOR'S,BURUNDI,FEMALE,2
IOWA,IA,BACHELOR'S,BURUNDI,MALE,2
IOWA,IA,BACHELOR'S,CAMBODIA,MALE,1
IOWA,IA,BACHELOR'S,CAMEROON,FEMALE,2
IOWA,IA,BACHELOR'S,CANADA,FEMALE,8
IOWA,IA,BACHELOR'S,CANADA,MALE,29
IOWA,IA,BACHELOR'S,CHINA,FEMALE,392
IOWA,IA,BACHELOR'S,CHINA,MALE,887
IOWA,IA,BACHELOR'S,COLOMBIA,FEMALE,7
IOWA,IA,BACHELOR'S,COLOMBIA,MALE,1
IOWA,IA,BACHELOR'S,CONGO (KINSHASA),FEMALE,4
IOWA,IA,BACHELOR'S,CONGO (KINSHASA),MALE,1
IOWA,IA,BACHELOR'S,COSTA RICA,FEMALE,2
IOWA,IA,BACHELOR'S,CROATIA,MALE,1
IOWA,IA,BACHELOR'S,CURACAO,MALE,1
IOWA,IA,BACHELOR'S,CYPRUS,FEMALE,1
IOWA,IA,BACHELOR'S,CZECH REPUBLIC,FEMALE,1
IOWA,IA,BACHELOR'S,CZECH REPUBLIC,MALE,2
IOWA,IA,BACHELOR'S,DENMARK,MALE,1
IOWA,IA,BACHELOR'S,DOMINICA,FEMALE,1
IOWA,IA,BACHELOR'S,ECUADOR,FEMALE,1
IOWA,IA,BACHELOR'S,ECUADOR,MALE,2
IOWA,IA,BACHELOR'S,EGYPT,FEMALE,1
IOWA,IA,BACHELOR'S,EGYPT,MALE,10
IOWA,IA,BACHELOR'S,ERITREA,MALE,1
IOWA,IA,BACHELOR'S,ETHIOPIA,FEMALE,3
IOWA,IA,BACHELOR'S,ETHIOPIA,MALE,11
IOWA,IA,BACHELOR'S,FRANCE,FEMALE,1
IOWA,IA,BACHELOR'S,FRANCE,MALE,1
IOWA,IA,BACHELOR'S,GEORGIA,FEMALE,1
IOWA,IA,BACHELOR'S,GEORGIA,MALE,1
IOWA,IA,BACHELOR'S,GERMANY,FEMALE,3
IOWA,IA,BACHELOR'S,GERMANY,MALE,3
IOWA,IA,BACHELOR'S,GHANA,FEMALE,5
IOWA,IA,BACHELOR'S,GHANA,MALE,11
IOWA,IA,BACHELOR'S,GREECE,FEMALE,1
IOWA,IA,BACHELOR'S,GREECE,MALE,3
IOWA,IA,BACHELOR'S,GUATEMALA,FEMALE,1
IOWA,IA,BACHELOR'S,HAITI,FEMALE,3
IOWA,IA,BACHELOR'S,HAITI,MALE,1
IOWA,IA,BACHELOR'S,HONDURAS,FEMALE,3
IOWA,IA,BACHELOR'S,HONDURAS,MALE,3
IOWA,IA,BACHELOR'S,HONG KONG,FEMALE,6
IOWA,IA,BACHELOR'S,HONG KONG,MALE,10
IOWA,IA,BACHELOR'S,INDIA,FEMALE,38
IOWA,IA,BACHELOR'S,INDIA,MALE,101
IOWA,IA,BACHELOR'S,INDONESIA,FEMALE,7
IOWA,IA,BACHELOR'S,INDONESIA,MALE,26
IOWA,IA,BACHELOR'S,IRAN,FEMALE,1
IOWA,IA,BACHELOR'S,IRAN,MALE,2
IOWA,IA,BACHELOR'S,IRAQ,MALE,5
IOWA,IA,BACHELOR'S,IRELAND,MALE,3
IOWA,IA,BACHELOR'S,JAMAICA,FEMALE,2
IOWA,IA,BACHELOR'S,JAMAICA,MALE,1
IOWA,IA,BACHELOR'S,JAPAN,FEMALE,3
IOWA,IA,BACHELOR'S,JAPAN,MALE,10
IOWA,IA,BACHELOR'S,JORDAN,FEMALE,3
IOWA,IA,BACHELOR'S,JORDAN,MALE,3
IOWA,IA,BACHELOR'S,KAZAKHSTAN,MALE,2
IOWA,IA,BACHELOR'S,KENYA,FEMALE,4
IOWA,IA,BACHELOR'S,KENYA,MALE,8
IOWA,IA,BACHELOR'S,KOSOVO,FEMALE,1
IOWA,IA,BACHELOR'S,KOSOVO,MALE,2
IOWA,IA,BACHELOR'S,KUWAIT,FEMALE,1
IOWA,IA,BACHELOR'S,KUWAIT,MALE,9
IOWA,IA,BACHELOR'S,LATVIA,FEMALE,1
IOWA,IA,BACHELOR'S,LEBANON,MALE,2
IOWA,IA,BACHELOR'S,LESOTHO,MALE,1
IOWA,IA,BACHELOR'S,LIBYA,FEMALE,1
IOWA,IA,BACHELOR'S,LIBYA,MALE,7
IOWA,IA,BACHELOR'S,MALAWI,FEMALE,1
IOWA,IA,BACHELOR'S,MALAWI,MALE,1
IOWA,IA,BACHELOR'S,MALAYSIA,FEMALE,120
IOWA,IA,BACHELOR'S,MALAYSIA,MALE,248
IOWA,IA,BACHELOR'S,MAURITIUS,FEMALE,2
IOWA,IA,BACHELOR'S,MAURITIUS,MALE,3
IOWA,IA,BACHELOR'S,MEXICO,FEMALE,3
IOWA,IA,BACHELOR'S,MEXICO,MALE,5
IOWA,IA,BACHELOR'S,MONGOLIA,FEMALE,3
IOWA,IA,BACHELOR'S,MONGOLIA,MALE,1
IOWA,IA,BACHELOR'S,MOROCCO,MALE,2
IOWA,IA,BACHELOR'S,NAMIBIA,FEMALE,1
IOWA,IA,BACHELOR'S,NAMIBIA,MALE,1
IOWA,IA,BACHELOR'S,NEPAL,FEMALE,25
IOWA,IA,BACHELOR'S,NEPAL,MALE,30
IOWA,IA,BACHELOR'S,NETHERLANDS,FEMALE,3
IOWA,IA,BACHELOR'S,NETHERLANDS,MALE,5
IOWA,IA,BACHELOR'S,NEW ZEALAND,FEMALE,2
IOWA,IA,BACHELOR'S,NICARAGUA,FEMALE,1
IOWA,IA,BACHELOR'S,NIGERIA,FEMALE,10
IOWA,IA,BACHELOR'S,NIGERIA,MALE,28
IOWA,IA,BACHELOR'S,NORWAY,FEMALE,2
IOWA,IA,BACHELOR'S,OMAN,FEMALE,6
IOWA,IA,BACHELOR'S,OMAN,MALE,12
IOWA,IA,BACHELOR'S,PAKISTAN,FEMALE,1
IOWA,IA,BACHELOR'S,PAKISTAN,MALE,20
IOWA,IA,BACHELOR'S,PANAMA,FEMALE,2
IOWA,IA,BACHELOR'S,PARAGUAY,MALE,2
IOWA,IA,BACHELOR'S,PERU,FEMALE,2
IOWA,IA,BACHELOR'S,PERU,MALE,2
IOWA,IA,BACHELOR'S,PHILIPPINES,FEMALE,2
IOWA,IA,BACHELOR'S,PHILIPPINES,MALE,1
IOWA,IA,BACHELOR'S,POLAND,MALE,1
IOWA,IA,BACHELOR'S,QATAR,FEMALE,1
IOWA,IA,BACHELOR'S,QATAR,MALE,1
IOWA,IA,BACHELOR'S,RUSSIA,FEMALE,2
IOWA,IA,BACHELOR'S,RUSSIA,MALE,2
IOWA,IA,BACHELOR'S,RWANDA,FEMALE,13
IOWA,IA,BACHELOR'S,RWANDA,MALE,18
IOWA,IA,BACHELOR'S,SAUDI ARABIA,FEMALE,19
IOWA,IA,BACHELOR'S,SAUDI ARABIA,MALE,180
IOWA,IA,BACHELOR'S,SENEGAL,MALE,1
IOWA,IA,BACHELOR'S,SERBIA,MALE,1
IOWA,IA,BACHELOR'S,SIERRA LEONE,MALE,1
IOWA,IA,BACHELOR'S,SINGAPORE,FEMALE,2
IOWA,IA,BACHELOR'S,SINGAPORE,MALE,2
IOWA,IA,BACHELOR'S,SLOVENIA,FEMALE,2
IOWA,IA,BACHELOR'S,SLOVENIA,MALE,2
IOWA,IA,BACHELOR'S,SOMALIA,MALE,1
IOWA,IA,BACHELOR'S,SOUTH AFRICA,FEMALE,1
IOWA,IA,BACHELOR'S,SOUTH AFRICA,MALE,2
IOWA,IA,BACHELOR'S,SOUTH KOREA,FEMALE,37
IOWA,IA,BACHELOR'S,SOUTH KOREA,MALE,93
IOWA,IA,BACHELOR'S,SOUTH SUDAN,MALE,1
IOWA,IA,BACHELOR'S,SPAIN,FEMALE,2
IOWA,IA,BACHELOR'S,SPAIN,MALE,6
IOWA,IA,BACHELOR'S,SRI LANKA,FEMALE,4
IOWA,IA,BACHELOR'S,SRI LANKA,MALE,23
IOWA,IA,BACHELOR'S,STATELESS,MALE,1
IOWA,IA,BACHELOR'S,SUDAN,MALE,2
IOWA,IA,BACHELOR'S,SWAZILAND,FEMALE,1
IOWA,IA,BACHELOR'S,SWAZILAND,MALE,2
IOWA,IA,BACHELOR'S,SWEDEN,FEMALE,1
IOWA,IA,BACHELOR'S,SWITZERLAND,MALE,1
IOWA,IA,BACHELOR'S,SYRIA,FEMALE,1
IOWA,IA,BACHELOR'S,TAIWAN,FEMALE,3
IOWA,IA,BACHELOR'S,TAIWAN,MALE,6
IOWA,IA,BACHELOR'S,TANZANIA,FEMALE,3
IOWA,IA,BACHELOR'S,TANZANIA,MALE,3
IOWA,IA,BACHELOR'S,THAILAND,FEMALE,6
IOWA,IA,BACHELOR'S,THAILAND,MALE,2
IOWA,IA,BACHELOR'S,TIMOR-LESTE,FEMALE,1
IOWA,IA,BACHELOR'S,TIMOR-LESTE,MALE,1
IOWA,IA,BACHELOR'S,TOGO,MALE,1
IOWA,IA,BACHELOR'S,TRINIDAD AND TOBAGO,FEMALE,1
IOWA,IA,BACHELOR'S,TUNISIA,FEMALE,1
IOWA,IA,BACHELOR'S,TURKEY,MALE,4
IOWA,IA,BACHELOR'S,TURKMENISTAN,FEMALE,1
IOWA,IA,BACHELOR'S,UGANDA,FEMALE,1
IOWA,IA,BACHELOR'S,UGANDA,MALE,4
IOWA,IA,BACHELOR'S,UKRAINE,MALE,5
IOWA,IA,BACHELOR'S,UNITED ARAB EMIRATES,FEMALE,1
IOWA,IA,BACHELOR'S,UNITED ARAB EMIRATES,MALE,12
IOWA,IA,BACHELOR'S,UNITED ARAB EMIRATES,UNKNOWN,1
IOWA,IA,BACHELOR'S,UNITED KINGDOM,FEMALE,6
IOWA,IA,BACHELOR'S,UNITED KINGDOM,MALE,10
IOWA,IA,BACHELOR'S,VENEZUELA,FEMALE,6
IOWA,IA,BACHELOR'S,VENEZUELA,MALE,11
IOWA,IA,BACHELOR'S,VIETNAM,FEMALE,21
IOWA,IA,BACHELOR'S,VIETNAM,MALE,23
IOWA,IA,BACHELOR'S,WEST BANK,MALE,1
IOWA,IA,BACHELOR'S,ZAMBIA,FEMALE,3
IOWA,IA,BACHELOR'S,ZAMBIA,MALE,2
IOWA,IA,BACHELOR'S,ZIMBABWE,FEMALE,4
IOWA,IA,BACHELOR'S,ZIMBABWE,MALE,7
IOWA,IA,DOCTORATE,ALBANIA,FEMALE,1
IOWA,IA,DOCTORATE,ALBANIA,MALE,2
IOWA,IA,DOCTORATE,AUSTRIA,MALE,1
IOWA,IA,DOCTORATE,BANGLADESH,FEMALE,4
IOWA,IA,DOCTORATE,BANGLADESH,MALE,29
IOWA,IA,DOCTORATE,BELARUS,MALE,1
IOWA,IA,DOCTORATE,BENIN,MALE,1
IOWA,IA,DOCTORATE,BOLIVIA,MALE,2
IOWA,IA,DOCTORATE,BOTSWANA,MALE,1
IOWA,IA,DOCTORATE,BRAZIL,FEMALE,3
IOWA,IA,DOCTORATE,BRAZIL,MALE,1
IOWA,IA,DOCTORATE,BULGARIA,FEMALE,1
IOWA,IA,DOCTORATE,BULGARIA,MALE,1
IOWA,IA,DOCTORATE,BURKINA FASO,MALE,1
IOWA,IA,DOCTORATE,BURMA,FEMALE,1
IOWA,IA,DOCTORATE,CAMEROON,FEMALE,1
IOWA,IA,DOCTORATE,CANADA,FEMALE,1
IOWA,IA,DOCTORATE,CANADA,MALE,1
IOWA,IA,DOCTORATE,CHINA,FEMALE,217
IOWA,IA,DOCTORATE,CHINA,MALE,442
IOWA,IA,DOCTORATE,COLOMBIA,FEMALE,3
IOWA,IA,DOCTORATE,COLOMBIA,MALE,13
IOWA,IA,DOCTORATE,COSTA RICA,MALE,1
IOWA,IA,DOCTORATE,CROATIA,FEMALE,1
IOWA,IA,DOCTORATE,ECUADOR,FEMALE,4
IOWA,IA,DOCTORATE,ECUADOR,MALE,4
IOWA,IA,DOCTORATE,EGYPT,MALE,13
IOWA,IA,DOCTORATE,ETHIOPIA,MALE,1
IOWA,IA,DOCTORATE,FRANCE,MALE,2
IOWA,IA,DOCTORATE,"GAMBIA, THE",MALE,1
IOWA,IA,DOCTORATE,GERMANY,MALE,1
IOWA,IA,DOCTORATE,GHANA,FEMALE,1
IOWA,IA,DOCTORATE,GHANA,MALE,3
IOWA,IA,DOCTORATE,GREECE,MALE,2
IOWA,IA,DOCTORATE,HONG KONG,MALE,1
IOWA,IA,DOCTORATE,INDIA,FEMALE,89
IOWA,IA,DOCTORATE,INDIA,MALE,191
IOWA,IA,DOCTORATE,INDONESIA,MALE,3
IOWA,IA,DOCTORATE,IRAN,FEMALE,26
IOWA,IA,DOCTORATE,IRAN,MALE,77
IOWA,IA,DOCTORATE,IRAQ,MALE,2
IOWA,IA,DOCTORATE,ITALY,FEMALE,3
IOWA,IA,DOCTORATE,ITALY,MALE,1
IOWA,IA,DOCTORATE,JAMAICA,MALE,2
IOWA,IA,DOCTORATE,JAPAN,MALE,3
IOWA,IA,DOCTORATE,JORDAN,FEMALE,3
IOWA,IA,DOCTORATE,JORDAN,MALE,14
IOWA,IA,DOCTORATE,KAZAKHSTAN,FEMALE,1
IOWA,IA,DOCTORATE,KAZAKHSTAN,MALE,1
IOWA,IA,DOCTORATE,KENYA,FEMALE,2
IOWA,IA,DOCTORATE,KENYA,MALE,3
IOWA,IA,DOCTORATE,LEBANON,MALE,2
IOWA,IA,DOCTORATE,MALAYSIA,FEMALE,5
IOWA,IA,DOCTORATE,MALAYSIA,MALE,8
IOWA,IA,DOCTORATE,MEXICO,FEMALE,3
IOWA,IA,DOCTORATE,MEXICO,MALE,12
IOWA,IA,DOCTORATE,MOLDOVA,MALE,1
IOWA,IA,DOCTORATE,MOROCCO,MALE,1
IOWA,IA,DOCTORATE,NEPAL,FEMALE,8
IOWA,IA,DOCTORATE,NEPAL,MALE,27
IOWA,IA,DOCTORATE,NETHERLANDS,MALE,1
IOWA,IA,DOCTORATE,NEW ZEALAND,FEMALE,1
IOWA,IA,DOCTORATE,NEW ZEALAND,MALE,1
IOWA,IA,DOCTORATE,NIGERIA,MALE,6
IOWA,IA,DOCTORATE,PAKISTAN,FEMALE,1
IOWA,IA,DOCTORATE,PAKISTAN,MALE,8
IOWA,IA,DOCTORATE,PANAMA,MALE,1
IOWA,IA,DOCTORATE,PERU,MALE,1
IOWA,IA,DOCTORATE,PHILIPPINES,FEMALE,2
IOWA,IA,DOCTORATE,PHILIPPINES,MALE,1
IOWA,IA,DOCTORATE,QATAR,MALE,1
IOWA,IA,DOCTORATE,ROMANIA,FEMALE,3
IOWA,IA,DOCTORATE,RUSSIA,FEMALE,3
IOWA,IA,DOCTORATE,RUSSIA,MALE,8
IOWA,IA,DOCTORATE,RWANDA,MALE,2
IOWA,IA,DOCTORATE,SAINT LUCIA,FEMALE,1
IOWA,IA,DOCTORATE,SAINT VINCENT AND THE GRENADINES,FEMALE,1
IOWA,IA,DOCTORATE,SAUDI ARABIA,FEMALE,1
IOWA,IA,DOCTORATE,SAUDI ARABIA,MALE,11
IOWA,IA,DOCTORATE,SOUTH KOREA,FEMALE,22
IOWA,IA,DOCTORATE,SOUTH KOREA,MALE,42
IOWA,IA,DOCTORATE,SRI LANKA,FEMALE,22
IOWA,IA,DOCTORATE,SRI LANKA,MALE,20
IOWA,IA,DOCTORATE,SYRIA,MALE,2
IOWA,IA,DOCTORATE,TAIWAN,FEMALE,10
IOWA,IA,DOCTORATE,TAIWAN,MALE,21
IOWA,IA,DOCTORATE,TAJIKISTAN,FEMALE,1
IOWA,IA,DOCTORATE,TANZANIA,MALE,1
IOWA,IA,DOCTORATE,THAILAND,FEMALE,2
IOWA,IA,DOCTORATE,THAILAND,MALE,4
IOWA,IA,DOCTORATE,TRINIDAD AND TOBAGO,FEMALE,1
IOWA,IA,DOCTORATE,TURKEY,FEMALE,6
IOWA,IA,DOCTORATE,TURKEY,MALE,19
IOWA,IA,DOCTORATE,TURKMENISTAN,MALE,1
IOWA,IA,DOCTORATE,UGANDA,FEMALE,3
IOWA,IA,DOCTORATE,UGANDA,MALE,8
IOWA,IA,DOCTORATE,UKRAINE,FEMALE,1
IOWA,IA,DOCTORATE,UKRAINE,MALE,4
